id_df|id|tweet|id_autor|geolocation|metrics|source|created_at
31|1523860935466786816|@maryisaza78 @jpinedamdz @sergio_fajardo no creemos en las encuestas  creemos en los 700 mil votos de la consulta interna |1075529083||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter Web App|2022-05-10 03:02:13+00:00
32|1523860930513317896|@telemedellin @sergio_fajardo @petrogustavo @ficogutierrez #elcambioenprimera|859438044394532864||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter Web App|2022-05-10 03:02:12+00:00
33|1523860929733087232|@_lajuli_ @ingrodolfohdez @sergio_fajardo juli etiquetandome en mrikdas jajajajajaj pero ojalá 😓|1270476122535452678||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:02:12+00:00
34|1523860925031366660|@eljulisastoque @sergio_fajardo y los campesinos asesinados  desaparecidos y desplazados por hidroituango no merecían ese apoyo?mientras @isazuleta luchaba por esos ciudadanos  fajardo miraba para otro lado por eso se quemó |782715162226728964||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:02:11+00:00
35|1523860923831758849|@eltiempo @petrogustavo @sergio_fajardo es una excelente noticia  para las dos campañas |3311226957||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:02:10+00:00
36|1523860921516494848|@soycarlosdiaz_ @eljulisastoque #fajardopresidente con sergio fajardo ganamos la presidencia ! este 29 de mayo les vamos a dar una sorpresa a todos los que creen que @sergio_fajardo no va pasar a segunda vuelta  suerte es que les digo petristas y uribistas  #colombiacambiaraconfajardo #notodovale|630793338||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:02:10+00:00
37|1523860903623598084|@latele_letal @sergio_fajardo @redmastv @clarocolombia 😑😑😑 nooo parce que perdida invitar a fajardo al la tele letal  se le va a ir el raiting al paiso apenas empiece a hablar ese termino medio   😑😑😑#lateleletal|1394683466495709189||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter Web App|2022-05-10 03:02:06+00:00
38|1523860886074662912|@sergio_fajardo @eljulisastoque la mascota de @claudialopez y @angelicalozanoc no convence ni una mosca|953822120||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter Web App|2022-05-10 03:02:01+00:00
39|1523860881188306945|@angelicalozanoc @sergio_fajardo polís buenas personas? buenas personas para destruirse entre ustedes por ser el primero en la coalición o cuando dicen que petro es lo mismo que uribe  por buenas personas más de la mitad del verde no está con ustedes  por buenas personas |340616810||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-10 03:02:00+00:00
40|1523860879648952320|@anasofiabell @sergio_fajardo @ficogutierrez @petrogustavo pues si los extremos los han hecho   algo deberíamos copiarle |138750335||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:02:00+00:00
41|1523860878000635905|señores candidatos @sergio_fajardo @ficogutierrez @ingrodolfohdez @johnmiltonr_ @petrogustavo si alguno de  uds es elegido presidente de la república de colombia 🇨🇴 ¿sancionará la ley #colombiasintoreo ? |57060361|{'place_id': '0115096e48a23c32'}|{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for iPhone|2022-05-10 03:01:59+00:00
42|1523860863186309125|@monje241628 @luzma2m @sergio_fajardo |612710896||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:01:56+00:00
43|1523860856932601856|@sergio_fajardo @wradiocolombia usted se quemó solito  yo en el 2018 vote en primera vuelta por usted  para segunda vuelta te valió m  la llegada del uribismo  sabías que venían hacer trizas la paz y te fuistes a ver ballenas |276723514||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:01:54+00:00
44|1523860841635975168|@elicrh @sergio_fajardo estas elecciones nos dejaran ver que tanto hemos despertado  si queremos seguir como vamos o avanzar en manos de un hombre ama la educacion  la ciencia y la tecnologia  fajardo presidente|1493302991394426881||{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}|Twitter for Android|2022-05-10 03:01:51+00:00
